frame.number,frame.time_epoch,frame.len,btle.length,btle.central_bd_addr,btle.peripheral_bd_addr,btle.access_address,btle.data_header.llid,btatt.opcode,btatt.handle,btatt.value,inter_arrival_time,type
41097,1763252287.34632,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41098,1763252287.376096,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.02977609634399414,normal
41099,1763252287.376324,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41100,1763252287.4061,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.02977609634399414,normal
41101,1763252287.406328,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41102,1763252287.421102,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41103,1763252287.42133,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41104,1763252287.436104,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41105,1763252287.451106,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.015002012252807617,normal
41106,1763252287.451334,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41107,1763252287.466108,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41108,1763252287.466337,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41109,1763252287.511114,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.04477691650390625,normal
41110,1763252287.511343,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022912025451660156,normal
41111,1763252287.526116,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41112,1763252287.526344,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41113,1763252287.541118,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773845672607422,normal
41114,1763252287.541346,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41115,1763252287.556121,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477503776550293,normal
41116,1763252287.556348,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41117,1763252287.571123,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774799346923828,normal
41118,1763252287.586125,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.015002012252807617,normal
41119,1763252287.586352,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022721290588378906,normal
41120,1763252287.601127,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774799346923828,normal
41121,1763252287.601354,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41122,1763252287.631131,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029777050018310547,normal
41123,1763252287.646133,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.015002012252807617,normal
41124,1763252287.646361,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41125,1763252287.661135,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773845672607422,normal
41126,1763252287.661363,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41127,1763252287.676137,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41128,1763252287.676365,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41129,1763252287.691139,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41130,1763252287.691367,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41131,1763252287.706141,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41132,1763252287.706369,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41133,1763252287.721143,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41134,1763252287.721371,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41135,1763252287.751148,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029777050018310547,normal
41136,1763252287.751375,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41137,1763252287.76615,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477503776550293,normal
41138,1763252287.766377,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41139,1763252287.781152,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477503776550293,normal
41140,1763252287.796154,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.015002012252807617,normal
41141,1763252287.796382,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41142,1763252287.811156,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41143,1763252287.811384,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41144,1763252287.826158,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41145,1763252287.826386,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41146,1763252287.84116,37,11,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x02,82,42,02000000,0.014774084091186523,normal
41147,1763252287.856162,37,11,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x02,82,42,02000000,0.015002012252807617,normal
41148,1763252287.856478,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0003159046173095703,normal
41149,1763252287.871164,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014686107635498047,normal
41150,1763252287.871392,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41151,1763252287.886166,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41152,1763252287.886394,37,11,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x02,27,44,02015001,0.00022792816162109375,normal
41153,1763252287.901169,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477503776550293,normal
41154,1763252287.901397,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41155,1763252287.916171,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41156,1763252287.931173,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.015002012252807617,normal
41157,1763252287.931401,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41158,1763252287.93163,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41159,1763252287.931858,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41160,1763252287.961177,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029319047927856445,normal
41161,1763252287.961405,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41162,1763252287.976178,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41163,1763252287.976406,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41164,1763252287.991178,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41165,1763252288.00618,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.015002012252807617,normal
41166,1763252288.006407,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41167,1763252288.02118,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41168,1763252288.021408,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41169,1763252288.036181,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41170,1763252288.036409,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41171,1763252288.051182,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41172,1763252288.05141,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41173,1763252288.066183,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41174,1763252288.066411,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41175,1763252288.06664,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41176,1763252288.081184,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014544010162353516,normal
41177,1763252288.081412,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41178,1763252288.096184,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41179,1763252288.096412,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41180,1763252288.111185,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41181,1763252288.111414,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41182,1763252288.141188,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029773950576782227,normal
41183,1763252288.141416,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41184,1763252288.156189,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41185,1763252288.156417,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41186,1763252288.17119,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41187,1763252288.171418,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41188,1763252288.186191,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41189,1763252288.186419,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41190,1763252288.201191,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41191,1763252288.201419,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41192,1763252288.216192,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41193,1763252288.21642,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41194,1763252288.231193,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41195,1763252288.231421,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41196,1763252288.261195,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029773950576782227,normal
41197,1763252288.261423,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41198,1763252288.276196,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41199,1763252288.276425,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41200,1763252288.291197,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772176742553711,normal
41201,1763252288.291425,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41202,1763252288.306197,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41203,1763252288.306426,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022912025451660156,normal
41204,1763252288.321199,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41205,1763252288.321427,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41206,1763252288.3362,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41207,1763252288.366202,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.030002117156982422,normal
41208,1763252288.36643,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41209,1763252288.381203,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41210,1763252288.381431,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41211,1763252288.396204,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41212,1763252288.396432,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41213,1763252288.411205,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41214,1763252288.411432,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41215,1763252288.426205,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41216,1763252288.426433,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41217,1763252288.441206,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41218,1763252288.441434,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41219,1763252288.456207,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41220,1763252288.456436,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41221,1763252288.471208,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772176742553711,normal
41222,1763252288.486209,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01500082015991211,normal
41223,1763252288.486438,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022912025451660156,normal
41224,1763252288.50121,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41225,1763252288.501439,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022912025451660156,normal
41226,1763252288.531213,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029773950576782227,normal
41227,1763252288.53144,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41228,1763252288.546213,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41229,1763252288.546441,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41230,1763252288.561214,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41231,1763252288.561442,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41232,1763252288.576215,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41233,1763252288.576443,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41234,1763252288.606217,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029773950576782227,normal
41235,1763252288.606445,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41236,1763252288.65122,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.04477500915527344,normal
41237,1763252288.651449,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41238,1763252288.666221,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41239,1763252288.66645,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022912025451660156,normal
41240,1763252288.681222,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41241,1763252288.696223,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.015001058578491211,normal
41242,1763252288.69645,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41243,1763252288.711225,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477503776550293,normal
41244,1763252288.711452,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41245,1763252288.726225,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41246,1763252288.726453,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41247,1763252288.741226,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41248,1763252288.741454,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41249,1763252288.771228,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029774188995361328,normal
41250,1763252288.771457,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002288818359375,normal
41251,1763252288.786229,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41252,1763252288.786457,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41253,1763252288.80123,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41254,1763252288.801459,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022912025451660156,normal
41255,1763252288.816231,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01477193832397461,normal
41256,1763252288.816458,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41257,1763252288.831231,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773130416870117,normal
41258,1763252288.831459,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022792816162109375,normal
41259,1763252288.846232,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014772891998291016,normal
41260,1763252288.84646,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002281665802001953,normal
41261,1763252288.876235,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.029774904251098633,normal
41262,1763252288.876462,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.0002269744873046875,normal
41263,1763252288.891236,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014774084091186523,normal
41264,1763252288.906237,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.01500082015991211,normal
41265,1763252288.906464,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.00022721290588378906,normal
41266,1763252288.921238,26,0,ec:e3:34:b3:26:ba,ec:e3:34:b2:e0:c2,0x2cccc5cd,0x01,-1,-1,,0.014773845672607422,normal
